review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,review_text_clean,review_length,sentiment_score,sentiment_label
R100145,P1108,Smart Dash Cam,Automotive,1,Would not recommend,"Stopped working within a week. arrived damaged and defective. worse than expected, very frustrating.",2025-02-26,No,0,stopped working within a week arrived damaged and defective worse than expected very frustrating,14,-1.0,Negative
R100146,P1027,Deluxe Coffee Maker,Home & Kitchen,5,Excellent product,Exactly as described and works great.,2025-01-05,Yes,1,exactly as described and works great,6,0.833,Positive
R100147,P1179,Prime Memory Card,Video Games,2,Not worth it,Broke after a few days of use. regret buying this product.,2024-07-16,Yes,2,broke after a few days of use regret buying this product,11,-0.909,Negative
R100148,P1175,Deluxe Game Console Stand,Video Games,5,Very satisfied,Absolutely love this product. durable and works as expected. super comfortable and stylish.,2024-08-09,Yes,0,absolutely love this product durable and works as expected super comfortable and stylish,13,1.0,Positive
R100149,P1058,Max Action Figure,Toys & Games,5,Highly recommend,Customer service was excellent. fast shipping and well packaged. excellent build quality.,2024-05-28,Yes,0,customer service was excellent fast shipping and well packaged excellent build quality,12,1.0,Positive
R100150,P1184,Lite LED Light Bulbs,Tools & Home Improvement,1,Very disappointed,Terrible experience overall. regret buying this product. very disappointed with this purchase.,2023-03-22,Yes,2,terrible experience overall regret buying this product very disappointed with this purchase,12,-1.0,Negative
R100151,P1112,Lite Cat Litter Box,Pet Supplies,5,Exceeded expectations,Durable and works as expected.,2023-09-27,Yes,3,durable and works as expected,5,1.0,Positive
R100152,P1075,Max Sneakers,Shoes,5,Highly recommend,Super comfortable and stylish. exactly as described and works great.,2024-02-16,Yes,11,super comfortable and stylish exactly as described and works great,10,1.0,Positive
R100153,P1138,Compact Baby Bottles,Baby Products,4,Exceeded expectations,Very happy with this purchase. impressive performance overall.,2023-12-03,Yes,1,very happy with this purchase impressive performance overall,8,1.0,Positive
R100154,P1123,Essential Wireless Mouse,Office Products,5,Exceeded expectations,Super comfortable and stylish. easy to use and set up.,2023-08-24,Yes,0,super comfortable and stylish easy to use and set up,10,1.0,Positive
R100155,P1019,Elite Notebook Set,Books,4,Highly recommend,Customer service was excellent.,2025-03-24,No,0,customer service was excellent,4,1.0,Positive
R100156,P1142,Elite Patio Umbrella,Garden & Outdoor,1,Not worth it,Poor quality and not worth the money. flimsy material and poor stitching.,2023-01-29,Yes,9,poor quality and not worth the money flimsy material and poor stitching,12,-1.0,Negative
R100157,P1031,Pro Face Serum,Beauty & Personal Care,5,Exceeded expectations,Fast shipping and well packaged. best purchase i've made this year.,2025-02-19,Yes,3,fast shipping and well packaged best purchase i've made this year,11,0.909,Positive
R100158,P1095,Prime Air Purifier,Health & Household,4,Highly recommend,Best purchase i've made this year.,2025-08-23,Yes,0,best purchase i've made this year,6,0.833,Positive
R100159,P1143,Ultra Patio Umbrella,Garden & Outdoor,3,It's okay,Reasonable for occasional use. decent product overall.,2025-08-08,No,0,reasonable for occasional use decent product overall,7,0.714,Positive
R100160,P1077,Deluxe Boots,Shoes,5,Great purchase!,Exactly as described and works great. works perfectly and exceeded my expectations. great value for the price.,2023-03-18,Yes,3,exactly as described and works great works perfectly and exceeded my expectations great value for the price,17,1.0,Positive
R100161,P1126,Plus Stapler,Office Products,5,Highly recommend,Works perfectly and exceeded my expectations.,2023-10-05,Yes,0,works perfectly and exceeded my expectations,6,1.0,Positive
R100162,P1094,Compact Air Purifier,Health & Household,5,Very satisfied,Super comfortable and stylish. impressive performance overall. very happy with this purchase.,2023-11-13,No,4,super comfortable and stylish impressive performance overall very happy with this purchase,12,1.0,Positive
R100163,P1167,Classic Projector Screen,Movies & TV,5,Very satisfied,Easy to use and set up.,2025-04-15,No,2,easy to use and set up,6,0.833,Positive
R100164,P1071,Lite Running Shoes,Shoes,4,Exceeded expectations,Super comfortable and stylish.,2024-03-20,Yes,0,super comfortable and stylish,4,1.0,Positive
R100165,P1060,Deluxe T-Shirt,Clothing,4,Exceeded expectations,Works perfectly and exceeded my expectations. best purchase i've made this year.,2025-01-04,Yes,4,works perfectly and exceeded my expectations best purchase i've made this year,12,1.0,Positive
R100166,P1070,Essential Running Shoes,Shoes,1,Not worth it,Poor quality and not worth the money.,2023-07-07,Yes,0,poor quality and not worth the money,7,-0.714,Negative
R100167,P1164,Pro HDMI Cable,Movies & TV,1,Poor quality,Not as described in the listing. broke after a few days of use. regret buying this product.,2024-05-13,No,0,not as described in the listing broke after a few days of use regret buying this product,17,-0.588,Negative
R100168,P1144,Plus Plant Pots,Garden & Outdoor,5,Excellent product,Works perfectly and exceeded my expectations.,2024-02-29,Yes,3,works perfectly and exceeded my expectations,6,1.0,Positive
R100169,P1059,Elite Action Figure,Toys & Games,4,Excellent product,Customer service was excellent. great value for the price.,2023-01-06,Yes,0,customer service was excellent great value for the price,9,1.0,Positive
R100170,P1037,Deluxe Electric Razor,Beauty & Personal Care,4,Exceeded expectations,Very happy with this purchase.,2023-12-24,Yes,1,very happy with this purchase,5,1.0,Positive
R100171,P1006,Classic Power Bank,Electronics,3,Does the job,"It's okay, does the job but nothing special.",2024-05-02,Yes,1,it's okay does the job but nothing special,8,0.0,Neutral
R100172,P1004,Deluxe Smart Watch,Electronics,4,Great purchase!,Highly recommend this to everyone.,2023-09-17,Yes,2,highly recommend this to everyone,5,1.0,Positive
R100173,P1134,Ultra Baby Carrier,Baby Products,5,Great purchase!,Super comfortable and stylish.,2025-09-02,Yes,0,super comfortable and stylish,4,1.0,Positive
R100174,P1092,Plus First Aid Kit,Health & Household,4,Excellent product,Durable and works as expected. works perfectly and exceeded my expectations. amazing quality for the price.,2024-03-29,No,2,durable and works as expected works perfectly and exceeded my expectations amazing quality for the price,16,1.0,Positive
R100175,P1011,Elite Novel,Books,4,Excellent product,Customer service was excellent. easy to use and set up. best purchase i've made this year.,2024-09-09,Yes,5,customer service was excellent easy to use and set up best purchase i've made this year,16,0.938,Positive
R100176,P1007,Ultra Power Bank,Electronics,5,Very satisfied,Amazing quality for the price.,2025-05-23,Yes,0,amazing quality for the price,5,1.0,Positive
R100177,P1125,Elite Notebook,Office Products,2,Very disappointed,"Worse than expected, very frustrating. arrived damaged and defective. poor quality and not worth the money.",2024-10-21,Yes,3,worse than expected very frustrating arrived damaged and defective poor quality and not worth the money,16,-1.0,Negative
R100178,P1016,Deluxe Biography,Books,1,Broke quickly,Stopped working within a week.,2024-10-27,Yes,2,stopped working within a week,5,-1.0,Negative
R100179,P1152,Compact Keyboard,Musical Instruments,5,Excellent product,Highly recommend this to everyone. amazing quality for the price. very happy with this purchase.,2025-05-31,Yes,2,highly recommend this to everyone amazing quality for the price very happy with this purchase,15,1.0,Positive
R100180,P1179,Prime Memory Card,Video Games,4,Excellent product,Easy to use and set up.,2024-03-16,Yes,3,easy to use and set up,6,0.833,Positive
R100181,P1058,Max Action Figure,Toys & Games,4,Very satisfied,Fast shipping and well packaged. easy to use and set up.,2025-03-27,Yes,2,fast shipping and well packaged easy to use and set up,11,0.909,Positive
R100182,P1024,Smart Cutlery Set,Home & Kitchen,5,Exceeded expectations,Exactly as described and works great. fast shipping and well packaged.,2025-02-05,No,1,exactly as described and works great fast shipping and well packaged,11,0.909,Positive
R100183,P1175,Deluxe Game Console Stand,Video Games,5,Great purchase!,Works perfectly and exceeded my expectations. impressive performance overall.,2023-07-10,Yes,7,works perfectly and exceeded my expectations impressive performance overall,9,1.0,Positive
R100184,P1190,Pro Silver Necklace,Jewelry,3,It's okay,"Works fine but nothing extraordinary. does what it says, nothing more.",2024-11-06,Yes,0,works fine but nothing extraordinary does what it says nothing more,11,0.0,Neutral
R100185,P1105,Ultra Seat Covers,Automotive,2,Not worth it,Regret buying this product. terrible experience overall.,2023-04-16,No,0,regret buying this product terrible experience overall,7,-1.0,Negative
R100186,P1153,Ultra Keyboard,Musical Instruments,2,Broke quickly,Cheaply made and feels fragile. poor quality and not worth the money.,2025-11-05,Yes,3,cheaply made and feels fragile poor quality and not worth the money,12,-1.0,Negative
R100187,P1168,Prime Remote Control,Movies & TV,2,Very disappointed,Does not work as advertised. regret buying this product.,2024-12-18,Yes,1,does not work as advertised regret buying this product,9,-0.556,Negative
R100188,P1094,Compact Air Purifier,Health & Household,5,Exceeded expectations,Customer service was excellent.,2024-04-08,Yes,0,customer service was excellent,4,1.0,Positive
R100189,P1143,Ultra Patio Umbrella,Garden & Outdoor,5,Excellent product,Durable and works as expected. best purchase i've made this year. easy to use and set up.,2023-02-23,Yes,0,durable and works as expected best purchase i've made this year easy to use and set up,17,0.882,Positive
R100190,P1168,Prime Remote Control,Movies & TV,2,Poor quality,Stopped working within a week. broke after a few days of use. very disappointed with this purchase.,2024-09-24,No,3,stopped working within a week broke after a few days of use very disappointed with this purchase,17,-0.882,Negative
R100191,P1089,Deluxe Olive Oil,Grocery & Gourmet Food,5,Highly recommend,Great value for the price.,2025-03-31,Yes,6,great value for the price,5,1.0,Positive
R100192,P1189,Deluxe Tape Measure,Tools & Home Improvement,5,Excellent product,Absolutely love this product. works perfectly and exceeded my expectations. super comfortable and stylish.,2024-03-16,Yes,4,absolutely love this product works perfectly and exceeded my expectations super comfortable and stylish,14,1.0,Positive
R100193,P1116,Classic Chew Toys,Pet Supplies,4,Exceeded expectations,Great value for the price. fast shipping and well packaged.,2024-10-26,Yes,0,great value for the price fast shipping and well packaged,10,1.0,Positive
R100194,P1145,Smart Plant Pots,Garden & Outdoor,5,Highly recommend,Works perfectly and exceeded my expectations. absolutely love this product. great value for the price.,2023-04-12,Yes,4,works perfectly and exceeded my expectations absolutely love this product great value for the price,15,1.0,Positive
R100195,P1069,Plus Socks Pack,Clothing,5,Very satisfied,Best purchase i've made this year. exactly as described and works great.,2025-06-24,Yes,1,best purchase i've made this year exactly as described and works great,12,0.833,Positive
R100196,P1055,Essential RC Car,Toys & Games,4,Great purchase!,Works perfectly and exceeded my expectations. fast shipping and well packaged. exactly as described and works great.,2024-08-03,Yes,4,works perfectly and exceeded my expectations fast shipping and well packaged exactly as described and works great,17,1.0,Positive
R100197,P1151,Pro Acoustic Guitar,Musical Instruments,4,Exceeded expectations,Very happy with this purchase. best purchase i've made this year.,2023-04-04,Yes,8,very happy with this purchase best purchase i've made this year,11,0.909,Positive
R100198,P1153,Ultra Keyboard,Musical Instruments,5,Highly recommend,Absolutely love this product.,2024-09-09,No,1,absolutely love this product,4,1.0,Positive
R100199,P1196,Ultra Ring,Jewelry,5,Exceeded expectations,Customer service was excellent.,2024-08-15,Yes,4,customer service was excellent,4,1.0,Positive
R100200,P1001,Ultra Wireless Earbuds,Electronics,2,Would not recommend,"Started malfunctioning almost immediately. waste of money, would not recommend.",2023-09-22,Yes,6,started malfunctioning almost immediately waste of money would not recommend,10,-1.0,Negative
